text,published,source,sentiment
kalau gw liat prestasi nya sangat memungkinkan buat kita naik kayak dulu lagi,1.77E+09,,Positive
her we go....,1.77E+09,,Neutral
inti nya timnas kita bagus tergantung mafia sih,1.77E+09,,Neutral
welcome pekerjaan paling berbahaya diduniaâ˜ ï¸â˜ ï¸,1.77E+09,,Neutral
tom pekerjaan paling bahaya selain emyuðŸ’€,1.77E+09,,Neutral
saya suka energi tegasnya,1.77E+09,,Positive
"mau pelatih guardiola pun, kalau sepak bola masih sangkut paut sama politik, timnas bakal giniÂ² aja",1.77E+09,,Neutral
kayaknya keras ni pelatihðŸ”¥,1.77E+09,,Neutral
kalah sekali lngsung disuruh out tuh ðŸ¤­ðŸ˜¹,1.77E+09,,Negative
siapapun itu lakukan yang terbaik,1.77E+09,,Neutral
semoga tahan dengan pekerjaan paling berbahaya iniðŸ˜‚,1.77E+09,,Neutral
"Gak ngaruh, mafia semua ðŸ˜…ðŸ˜…ðŸ˜…",1.77E+09,,Neutral
udah fix kah?,1.77E+09,,Neutral
"cuma sekarang pemain kita banyak yg main di liga lokal, semoga performa nya tetep bgs deh terutama eliano karna masih muda",1.77E+09,,Neutral
kok di lihatÂ² mirip luis enrique pelatih psg,1.77E+09,,Neutral
"Rushnya udah punya, Tinggal kicknya yg belepotanðŸ˜",1.77E+09,,Neutral
sekilas mirip miro patrick,1.77E+09,,Neutral
"ini baru cocok, aku nyakin",1.77E+09,,Positive
"pelatih perantau cuy,dia katanya mah pengen ngelatih Indonesia karna mau tau sepakbola asia cuy.",1.77E+09,,Neutral
knp ngga Luis Enrique aja si,1.77E+09,,Negative
kyk tegas dan sangar ni pelatih,1.77E+09,,Positive
"Jika Towel dan Kawan-kawannya ""BERISIK"" berarti pelatih ini Gacor sedangkan Klo dia ""DIAM SENYAP"" berarti pelatih ini menghasilkan Cuan buat Towel dkkðŸ¤˜ðŸ¤˜",1.77E+09,,Positive
MenÄing Indra Safri ajah.....!,1.77E+09,,Negative
sir alex ðŸ¤£,1.77E+09,,Neutral
apalah bagusan John Cena,1.77E+09,,Neutral
Lain kali utamain support duluu karna hasill yang baikk ngga ada yang instann,1.77E+09,,Positive
Lebih garang iniðŸ—¿,1.77E+09,,Positive
dari kick and punch-posession based-catenaccio-tiki taka-total footbal-kick and rush(kalo di pake sama herdman) semua di pake anjir besok besok jogo bonito juga ada nih di indo.,1.77E+09,,Neutral
dilihat dr aura nya q yakin pelatih ini bs bw timnas lbih baik,1.77E+09,,Positive
setelah tiki taka bersama Luis mila total footbal bersama Patrick apakah kick and Rush bersama John herdman atau malah di kick sama pengurus PSSI terbaik SEALAM SEMESTA,1.77E+09,,Neutral
ya ya ya,1.77E+09,,Neutral
bang jhon sedang mencoba manager carrer mode hard wkwk,1.77E+09,,Neutral
gaya permainan john herdman kick n rush.. mirip gaya permainan timnas inggris. umpan tendang . apakah cocok buat pemain tim nas. ya GK seberapa suka lariðŸ¤¦,1.77E+09,,Neutral
dan ketua pssinya masih erick ðŸ¤£,1.77E+09,,Neutral
semoga gacor,1.77E+09,,Positive
"Gua lebih percaya sm kemampuan dn skil coach indra sapri ðŸ™ coach sapri sudh teruji prnh melatih napoli, valencia, milan, munchen",1.77E+09,,Negative
bawa kembali julukan KING INDO coachðŸ™,1.77E+09,,Positive
kita lihat dan pantau hasil nya dulu baru berikan penilaian.,1.77E+09,,Neutral
pastikan izajah nya asli ðŸ¤§ðŸ¤§ðŸ¤§..,1.77E+09,,Neutral
"selamat bertugas coach, tolong para mafia bola jangan bertingkah, kami pengen punya timnas yg kuat di level duniaðŸ™ðŸ»",1.77E+09,,Positive
Mending ini dari si patrick,1.77E+09,,Positive
"XCO: ada mainan baru lagi nih,,ðŸ¤­ðŸ˜…",1.77E+09,,Neutral
mau siapa aja pelatih nya intinya minimal prestasi nya sama ky sty tdk ada tawar menawar.,1.77E+09,,Neutral
sepertinya dia harus memiliki mental yang kuat untuk melatih Indonesia,1.77E+09,,Neutral
John Herdman To Indonesia Nationality Here we go from england,1.77E+09,,Neutral
john anda sangat bermental baja melatih timnas kita,1.77E+09,,Positive
,1.77E+09,,Neutral
ðŸ¥°ðŸ¥°ðŸ¥°,1.77E+09,,Neutral
ðŸ‘,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ¥°ðŸ¥°ðŸ¥°,1.77E+09,,Neutral
ðŸ˜¹,1.77E+09,,Neutral
ðŸ¤£,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
Kick n Rush memang gaya indo boyy,1.77E+09,,Neutral
dimna si ngliat brita nya,1.77E+09,,Neutral
"dulu juga begitu ""this is total football era""ðŸ¤­",1.77E+09,,Neutral
klo jago lawan nya langsung mafiaaðŸ˜‚,1.77E+09,,Neutral
dulu alex pastor gini juga vt nya wkwk,1.77E+09,,Neutral
siapin kompensasi orang baru. ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
kita lihat sajaa seperti apa nanti nya ðŸ™„,1.77E+09,,Neutral
lama lama indo jdi emyu,1.77E+09,,Neutral
"dulu juga kluivert di bikin vidio kek gini ""total football"" ðŸ˜­",1.77E+09,,Neutral
John herman out! Indra xavi alonso IN!,1.77E+09,,Negative
percuma kalau di pssi masih ada mafianya,1.77E+09,,Neutral
"percuma aja, nanti udah bagus di ganti lagiðŸ¤£",1.77E+09,,Neutral
terkendala bahasa ini mahðŸ¤­ðŸ¤­,1.77E+09,,Neutral
Go go,1.77E+09,,Positive
Indo kalau soal JJ juara 1 ðŸ˜‚,1.77E+09,,Neutral
PSSI REKRUT HANSI FLICK AJAðŸ˜­ðŸ˜­,1.77E+09,,Negative
Lebih tegas ini ketimbang si belanda,1.77E+09,,Positive
cara merubah erling caraka menjadi Jonathan David,1.77E+09,,Neutral
dia ganteng juga jir ðŸ¤­,1.77E+09,,Neutral
nunggu hasilnya saja ..mau bilang wow takut zonkkk,1.77E+09,,Neutral
udah resmi?,1.77E+09,,Neutral
udah resmi?,1.77E+09,,Neutral
yg kya gini nh bener ga plonga plongo kya kluivert,1.77E+09,,Positive
gak bisa kemana mana juga sig,1.77E+09,,Neutral
kalo towel dkk berisik dan koar koar berarti dia pelatih bagus dan gabisa dititipin pemain,1.77E+09,,Neutral
deal kah?,1.77E+09,,Neutral
"Selamat Datang di Rimba Sepak Bola indonesia Bawalah kami menuju Final piala Asia 2027 dan Lolos piala Duniaaa,2030,,Baru Kami Akui klo anda Lebih baik dari StyðŸ”¥",1.77E+09,,Positive
[sticker],1.77E+09,,Neutral
berani mengambil resiko ni orang â¤ï¸â€ðŸ”¥,1.77E+09,,Positive
hati hati om ini kerjaan paling bahaya di duniaa,1.77E+09,,Neutral
ðŸ˜ˆ,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜…,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜­,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
kapan @Erick Thohir.out,1.77E+09,,Negative
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜³,1.77E+09,,Neutral
nih gua seneng pelatih yang tegas kaya gini.. kalo ek bintang laut kemaren kebanyakan senyum ðŸ˜’,1.77E+09,,Positive
kualitas masih di bawah coach indra safriðŸ”¥ðŸ”¥ðŸ”¥,1.77E+09,,Negative
aura nya melewati sty,1.77E+09,,Positive
"buat jaga2
 #hermanout",1.77E+09,,Negative
#johnherdmanout,1.77E+09,,Negative
@KESUKAAN IBU IBU,1.77E+09,,Neutral
ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
@Izzzzzzzz@,1.77E+09,,Neutral
ðŸ˜„ðŸ˜„ðŸ˜„,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜­,1.77E+09,,Neutral
ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
â£ï¸,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
seteju sih,1.77E+09,,Neutral
saran saya chouch beli mbapee sama haland,1.77E+09,,Neutral
welcome jhon herdmanðŸ‡®ðŸ‡©,1.77E+09,,Positive
Standarnya udah terbangun tinggi oleh STY apakah bisa sama atau lebih,1.77E+09,,Neutral
mantap nih tampangnya tegas+galakðŸ”¥,1.77E+09,,Positive
knp ga dari Kmrin dia aja pelatihnya pdhl secara CV Lebih Bagus daripada PK,1.77E+09,,Positive
jangan apa apa out nikmati aja proses jangan ngejar piala yang penting ranking dlu benerin,1.77E+09,,Positive
"lebih tegasan ini sii daripada Patrick, gua yakin bakal bagus timnas indo",1.77E+09,,Positive
"Cek Ombak dulu, #JohnHerdman OUT",1.77E+09,,Negative
"yakin tu dia, ini pekerjaan paling berbahaya didunia",1.77E+09,,Neutral
â¤â¤â¤,1.77E+09,,Neutral
ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜¹,1.77E+09,,Neutral
apakah pelatih ini nanti bisa menggantikan posisi sty,1.77E+09,,Neutral
selagi ada mavia jangan harap sepak bola Indonesia bisa meningkatðŸ¤”,1.77E+09,,Negative
setitik lagi pildun 2030 langsung mafia masuk ðŸ¤£ðŸ˜‚,1.77E+09,,Neutral
ini fake atau real?,1.77E+09,,Neutral
pemanasan dulu #herdmanout,1.77E+09,,Negative
auranya aja kelihatan banget kalok pelatih,1.77E+09,,Positive
cocok pelatih Timnas Indonesia,1.77E+09,,Positive
jangan terlalu dibanggain dulu kita liat dulu,1.77E+09,,Neutral
"biasa ngelatih Ama Alphonso Davies,eh Skrang disuruh ngelatih verdonkðŸ˜‚",1.77E+09,,Negative
STY.... jossss,1.77E+09,,Positive
emang dah resmi?,1.77E+09,,Neutral
alhamdulilah gak haytam,1.77E+09,,Neutral
"melatih Indonesia anda harus siap disanjung dan dikritik. harus stay, memantau semua, bukan hanya melatih saat ada turnamen,",1.77E+09,,Neutral
Yg penting gak bisa di setirr,1.77E+09,,Positive
"gamau,maunya sty balik",1.77E+09,,Negative
patrick jilid 2ðŸ˜¢,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
ðŸ˜”,1.77E+09,,Neutral
ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
percuma pelatih bagus kalau Federasi nya mafia semua ðŸ˜¹,1.77E+09,,Negative
"nih orang kalok jdi pun gue bakal surut out kalok dia sama kek Patrick selalu nurut apa kata PSSI tapi gue bakal respect kalok dia nurut sama apa yang dia main, mau itu mainin 11 pemain diaspora semua gue respect banget berani lawan pssi",1.77E+09,,Neutral
o,1.77E+09,,Neutral
Bawa terbang tinggi garuda Coach ðŸ”¥,1.77E+09,,Positive
ðŸ˜ðŸ˜ðŸ˜,1.77E+09,,Neutral
ðŸ—¿,1.77E+09,,Neutral
ðŸ’€,1.77E+09,,Neutral
ðŸ¥°,1.77E+09,,Neutral
nah klo ini pelatih beneran gak kyak si bintang laut,1.77E+09,,Positive
"yap standar masih dibawah taiyong lagi, yg penting asal usulnya jelas punya CV",1.77E+09,,Negative
Simon jilid 2,1.77E+09,,Neutral
"beliau ini sungguh berani,karena beliau mengambil salah satu pekerjaan paling berbahaya di dunia saat iniðŸ¤­",1.77E+09,,Neutral
sty lebih bagus,1.77E+09,,Negative
awas John ini pekerjaan berbahaya,1.77E+09,,Neutral
homallew ðŸ˜­ðŸ˜‚,1.77E+09,,Neutral
bagus,1.77E+09,,Positive
ntar kalo kalah juga di hinaðŸ—¿ðŸ—¿,1.77E+09,,Negative
"semoga ini menjadi pilihan yang tepat, kick and rush segera",1.77E+09,,Neutral
"gatau kenapa setiap liat pelatih asing ngelatih Indonesia pasti selalu kurang maksimal walaupun di klub sebelumnya dia pelatih yang hebat , kayaaaa ga keliatan rasa tulusnya selain sty :(",1.77E+09,,Negative
aura nya... sangat luar biasa 3x lipat,1.77E+09,,Positive
"mau pelatihnya Johan cruyff atau pep Guardiola pun, gabakal bisa lolos pildun selama mentality & kualitas liga indo masih sampah ðŸ¤£",1.77E+09,,Neutral
pessy nya bongkar noh,1.77E+09,,Neutral
"Kick and Rush, habis nendang langsung baku pukul ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ (jk guys).",1.77E+09,,Neutral
"gvb 60%
 john 80%
 sty 1%
 kapadze ""failed""
 casas ???",1.77E+09,,Positive
"Bro berpikir indo kaya negara kanada ðŸ˜‚ lihat dulu karakter pemain indo nya, bisa engga di pakai sistem begitu paling ujung ujung nya balik sistem 3 back lagi ðŸ˜‚",1.77E+09,,Negative
kasian jir nanti di hujat lagi,1.77E+09,,Negative
cocok ntar lawan Vietnam,1.77E+09,,Neutral
Jose bordalas cocok buat timnas indonesia,1.77E+09,,Neutral
ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ era kepelatihan terbaik si apapun.. tidak bisa mengalahkan era sty,1.77E+09,,Negative
Bro mau ngambil pekerjaan yang berbahaya,1.77E+09,,Negative
gasssss otw pildun 2030,1.77E+09,,Positive
kick stricking,1.77E+09,,Neutral
yaaa semoga aja GK gampang dipecat karna semua butuh proses,1.77E+09,,Positive
tes ombak #out,1.77E+09,,Negative
dari cv dan prestasi lebih upgrade dan bagus dari bintang laut ini mah,1.77E+09,,Positive
ttp aja berbahaya,1.77E+09,,Negative
gua setuju,1.77E+09,,Positive
"pekerjaan paling bahaya dia trima ðŸ˜…
 semoga dia gak nangis liat permainan pemain lokal kita ,yg presing aja harus di ajarindll nya ðŸ˜­
 welcome coach ðŸ«¡",1.77E+09,,Neutral
Vokalisnya MLTR,1.77E+09,,Neutral
"mau pelatih dari eropa, asia, afrika, syarat utama wajib setiap pertandingan menang terus, anti kalah, kejar target harus instan, saya bicara fakta",1.77E+09,,Neutral
tunggu dari Fabrizio aja,1.77E+09,,Neutral
di IG pssi blm ada beritanya???,1.77E+09,,Neutral
smgt john ati2,1.77E+09,,Positive
pas natal dikenalinya sans guys,1.77E+09,,Neutral
lebih bagus STY ðŸ¥°,1.77E+09,,Negative
Ini bukan baguss lgi..ngeri inii kalau gk rumorðŸ”¥,1.77E+09,,Negative
cara merubah marselino jadi Jonathan david,1.77E+09,,Negative
Se karepmu,1.77E+09,,Neutral
si ðŸ¤“: hmmm bukan belandaaaa yah. wkwkwkkwkwkðŸ˜ðŸ˜œðŸ˜œ,1.77E+09,,Neutral
bro sangat berani mengambil pekerjaan itu di negara ini,1.77E+09,,Positive
perlu sabuk bapak ga buat ngelatihðŸ—¿,1.77E+09,,Negative
seteju sih,1.77E+09,,Positive
"dulu juga pas patrick masuk gini, pas join yttaðŸ’€",1.77E+09,,Positive
kalo yg ini sama aja piks balikin lagi sty,1.77E+09,,Negative
"pekerjaan paling berbahaya di dunia adalah
 1.melatih Indonesia",1.77E+09,,Negative
apa sdh ada pengalaman lawan tim2 asia? tp klo ditunjuk skrg msh byk waktu buat persiapan piala asia,1.77E+09,,Neutral
permainan tergantung sama individu juga gasi? kalau pelatih bagus pemainnya biasa aja juga sama aja,1.77E+09,,Neutral
John Herdman akan jadi pelatih timnas indo ya,1.77E+09,,Neutral
sudah tidak tertarik oleh timnas gara gara Kluivert,1.77E+09,,Negative
buset mantan pelatih Kanada ðŸ—¿,1.77E+09,,Neutral
udh diumumkan sama PSSI kah?,1.77E+09,,Neutral
semoga politik nya tidak melelahkan integritas junjung tinggi john wayahe konoha suka lawak,1.77E+09,,Neutral
pekerjaan paling berbahaya selain MU,1.77E+09,,Negative
Beliau menerima pekerjaan paling berbahaya di dunia wkwk,1.77E+09,,Negative
ðŸ˜,1.77E+09,,Neutral
ðŸ¥°ðŸ¥°ðŸ¥°,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ˜,1.77E+09,,Neutral
ðŸ˜‚,1.77E+09,,Neutral
ðŸ¥º,1.77E+09,,Neutral
@awandi61,1.77E+09,,Neutral
ðŸ‘ðŸ‘,1.77E+09,,Neutral
ðŸ¤­,1.77E+09,,Neutral
cobaki kabeh ae bahh,1.77E+09,,Neutral
mafianya ada di pssi dan di danai bos tvone,1.77E+09,,Neutral
siapapun pelatihnya tetap percaya otw ranking 150 dunia ðŸ—¿,1.77E+09,,Negative
pelatih Indonesia kapan di umumin nya bro,1.77E+09,,Neutral
"dia suka culture indonesia, dan suka tantangan di indonesiaðŸ”¥ðŸ”¥ðŸ”¥",1.77E+09,,Positive
boleh lahðŸ¤”,1.77E+09,,Neutral
"coach jh ni bagus ga sih, ga ngikutin negara canada soalnya",1.77E+09,,Neutral
kick and rush or kick and lose ðŸ¤£,1.77E+09,,Negative
Ni pelatih Ga suka Cengar CengirðŸ”¥,1.77E+09,,Positive
[sticker],1.77E+09,,Neutral
john herman apakah keturunan indo,1.77E+09,,Neutral
bosen,1.77E+09,,Negative
[sticker],1.77E+09,,Neutral
"siapa pun pelatihnya, semua tergantung pemainnya, contoh timnas seagames wkwkwkkw",1.77E+09,,Neutral
optimis aja lah dulu semoga nanti kalo jadi pelatih mainnya bagus,1.77E+09,,Positive
"Bayar pemain miliyaran bisa, ganti rumput gabisa ðŸ—¿ðŸ¤£",1.77E+09,,Neutral
tebakan gue belum nyampe piala dunia udh di ganti lagi ni pelatih ðŸ˜…,1.77E+09,,Negative
#outjohnherdman,1.77E+09,,Negative
terlihat seperti pelatih ya ga kaya kemrin cuman senyum senyum doang di pinggir lapangan ðŸ˜,1.77E+09,,Positive
"satu kesalahan dikit nya akan menjadi
 fatalðŸ˜­ðŸ˜­",1.77E+09,,Negative
jangan baper saat menangani timnas coachðŸ™ðŸ«¡,1.77E+09,,Negative
"Tes ombak dlu, #johnherdman outðŸ˜¹ðŸ˜¹ðŸ˜¹",1.77E+09,,Negative
yg bener jesus casas atau pak herdman sihðŸ—¿,1.77E+09,,Neutral
hati hati bro ada pemain titipan ðŸ—¿,1.77E+09,,Negative
ole romeny jadi jonathan davidðŸ—¿,1.77E+09,,Neutral
semoga beliau bisa menjadi ayah ke 2,1.77E+09,,Positive
percuma kalau di bagus kayak sty atau melebihi pasti di pecat lagi,1.77E+09,,Negative
selamat bergabung bersama mafia ðŸ˜…ðŸ˜‚,1.77E+09,,Negative
verdonk udah siap jadi Davies ðŸ—¿,1.77E+09,,Neutral
stop hujat lagi plis,1.77E+09,,Positive
"""sty still better """,1.77E+09,,Negative
menurut saya pribadi paling cocok latih indonesia adalah Frank rickaard,1.77E+09,,Neutral
bro yakin menerima perkejaan berbahaya di dunia ini?,1.77E+09,,Negative
[sticker],1.77E+09,,Neutral
Perkerjaan paling berbahaya di dunia selain ngelatih mu,1.77E+09,,Negative
udh ketebak komen nya [sticker],1.77E+09,,Neutral
welcome kuch....,1.77E+09,,Positive
cakepp,1.77E+09,,Positive
"suka dengan bahasa tubuhnya... cocok ini utk timnas, karakternya keras, disiplin, ambisius",1.77E+09,,Positive
mirip simon,1.77E+09,,Neutral
"Romeny besok"" jadi jonathan david",1.77E+09,,Neutral
"gak bisa berekspetasi tinggi, mau itu pelatih top sekalipun, paling hasilnya juga samaðŸ—¿",1.77E+09,,Negative
bisa nya tu coach baru latih timnas indo,1.77E+09,,Neutral
[sticker],1.77E+09,,Neutral
"ganteng nya oiiiðŸ¥°, moga"" taktik nya juga bangusðŸ¥º",1.77E+09,,Positive
vibess nya eropaa bangett,1.77E+09,,Positive
semoga dengan pelatih ini lebih banyak lagi pemain yang stay atau bermain di luar negri bukan maen di lig ang kita ðŸ˜‚,1.77E+09,,Positive
jangan diragukan lagi pelatih Canada ini ðŸ¤­,1.77E+09,,Positive
"ayolah teman2 turunkan ego kalian,dan mari taruh harapan kita itu ke pelatih baru kita",1.77E+09,,Positive
"moga aja ga di hujat,kasian jir",1.77E+09,,Neutral
Dia dulu pemain klub mana yaa?,1.77E+09,,Neutral
masih mencari pelatih yang gampang di kuasai ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,1.77E+09,,Negative
"tolong masyarakat Indonesia, bijak dalam menggunakan media sosial",1.77E+09,,Neutral
pas piala asia senior masuk semi final melampaui target awas aja dipecatðŸ˜©,1.77E+09,,Positive
Semoga bisa memaksimalkan timnas,1.77E+09,,Positive
akhirnya kembali ke era king kingan lagi sama rematch Argentina,1.77E+09,,Neutral
"percuma kalo pelatihnya ngambil dari luar Mulu, permainannya Indonesia aja masih ambruk",1.77E+09,,Negative
mukanaa hampir mirip simon,1.77E+09,,Neutral
selamat datang coach dan selamat bekerja...,1.77E+09,,Positive
"Pekerjaan mematikan didunia cuma ada Indonesia yaitu jadiii pelatih timnasss,salahhh dikittt langsung out wkwkwk",1.77E+09,,Negative
bisa bisa Verdonk jadi Davies,1.77E+09,,Neutral
"gausah berlebihan dulu ya adick""",1.77E+09,,Neutral
dia dipildun pernah ngalahin negara mana?,1.77E+09,,Neutral
emang udah fiks bang?,1.77E+09,,Neutral
pokoknya pelatih yang mau melatih indo di-briefing dulu *kamu yakin ngelatih di Indonesia? kalo kalah hujatannya melebihi apapun yang pernah kamu hadapi*,1.77E+09,,Negative
kenapa gak balikin sty,1.77E+09,,Neutral
"jiwa marah"" nya kuat ini bagus",1.77E+09,,Positive
Gak yakin,1.77E+09,,Negative
"biasakan jngn terlalu berekspetasi terlalu tinggi di awal, pelatih jg btuh adaptasi, baca karakter pemain",1.77E+09,,Neutral
welcomw to hell job ðŸ˜­,1.77E+09,,Negative
selamat datang di pekerjaaan paling berbahaya di dunia bakalan kena mental juga sihðŸ˜­ðŸ”¥,1.77E+09,,Negative
nanti Calvin verdonk dirubah jadi Alphonso verdonkðŸ—¿ðŸ—¿,1.77E+09,,Neutral
kenapa GK pake John herdman sih dari pada pertik kluivert,1.77E+09,,Neutral
letss goooooo,1.77E+09,,Positive
Penting stay ga perlu gonta-ganti pelatih,1.77E+09,,Positive
"suporter lebih maju, garuda tetap terbang tinggiðŸ”¥",1.77E+09,,Positive
"Biarpun sekelas mourinho yg latih ,tetap sja akan menyerah sma federasi nya ðŸ˜­ðŸ˜…",1.77E+09,,Negative
"kaloo dia gagal jangan hujat dia yaa, dia rela tolak jamaika and honduras tpi dia ttp kekeh pengen ngelatih timnas tpi gua yakin dia pasti bisaaðŸ”¥",1.77E+09,,Positive
